0xA00,
0xA01,$ਁ_ADAK_BINDI
0xA02,$ਂ_BINDI
0xA03,$ਃ_VISARGA
0xA04,
0xA05,ਅ_A
0xA06,ਆ_AA
0xA07,ਇ_I
0xA08,ਈ_II
0xA09,ਉ_U
0xA0A,ਊ_UU
0xA0B,
0xA0C,
0xA0D,
0xA0E,
0xA0F,ਏ_EE
0xA10,ਐ_AI
0xA11,
0xA12,
0xA13,ਓ_OO
0xA14,ਔ_AU
0xA15,ਕ_KA
0xA16,ਖ_KHA
0xA17,ਗ_GA
0xA18,ਘ_GHA
0xA19,ਙ_NGA
0xA1A,ਚ_CA
0xA1B,ਛ_CHA
0xA1C,ਜ_JA
0xA1D,ਝ_JHA
0xA1E,ਞ_NYA
0xA1F,ਟ_TTA
0xA20,ਠ_TTHA
0xA21,ਡ_DDA
0xA22,ਢ_DDHA
0xA23,ਣ_NNA
0xA24,ਤ_TA
0xA25,ਥ_THA
0xA26,ਦ_DA
0xA27,ਧ_DHA
0xA28,ਨ_NA
0xA29,
0xA2A,ਪ_PA
0xA2B,ਫ_PHA
0xA2C,ਬ_BA
0xA2D,ਭ_BHA
0xA2E,ਮ_MA
0xA2F,ਯ_YA
0xA30,ਰ_RA
0xA31,
0xA32,ਲ_LA
0xA33,ਲ਼_LLA
0xA34,
0xA35,ਵ_VA
0xA36,ਸ਼_SHA
0xA37,
0xA38,ਸ_SA
0xA39,ਹ_HA
0xA3A,
0xA3B,
0xA3C,$਼_NUKTA
0xA3D,
0xA3E,$ਾ_SIGN_AA
0xA3F,$ਿ_SIGN_I
0xA40,$ੀ_SIGN_II
0xA41,$ੁ_SIGN_U
0xA42,$ੂ_SIGN_UU
0xA43,
0xA44,
0xA45,
0xA46,
0xA47,$ੇ_SIGN_EE
0xA48,$ੈ_SIGN_AI
0xA49,
0xA4A,
0xA4B,$ੋ_SIGN_OO
0xA4C,$ੌ_SIGN_AU
0xA4D,$੍_VIRAMA
0xA4E,
0xA4F,
0xA50,
0xA51,$ੑ_UDAAT
0xA52,
0xA53,
0xA54,
0xA55,
0xA56,
0xA57,
0xA58,
0xA59,ਖ਼_KHHA_0A16_ਖ+0A3C_$਼
0xA5A,ਗ਼_GHHA
0xA5B,ਜ਼_ZA
0xA5C,ੜ_RRA
0xA5D,
0xA5E,ਫ਼_FA
0xA5F,
0xA60,
0xA61,
0xA62,
0xA63,
0xA64,_devanagari_danda
0xA65,_double_danda
0xA66,੦_ZERO
0xA67,੧_ONE
0xA68,੨_TWO
0xA69,੩_THREE
0xA6A,੪_FOUR
0xA6B,੫_FIVE
0xA6C,੬_SIX
0xA6D,੭_SEVEN
0xA6E,੮_EIGHT
0xA6F,੯_NINE
0xA70,$ੰ_TIPPI_nasalization
0xA71,$ੱ_ADDAK
0xA72,ੲ_IRI
0xA73,ੳ_URA
0xA74,ੴ_EK_ONKAR
0xA75,$ੵ_YAKASH_lower_part_of_0A2F,ਯ
0xA76,J_ABBREVIATION_SIGN
0xA77,
0xA78,
0xA79,
0xA7A,
0xA7B,
0xA7C,
0xA7D,
0xA7E,
0xA7F,
